OG0003127	LdBPK_220019400.1	LbrM.22.2.001250.1-p1	LINF_220019800-T1-p1	LmjF.22.1370_mRNA-p1	LmxM.22.1370.1-p1
OG0003128	LdBPK_220019500.1	LbrM.22.2.001260.1-p1	LINF_220019900-T1-p1	LmjF.22.1380_mRNA-p1	LmxM.22.1380.1-p1
OG0003129	LdBPK_220019600.1	LbrM.22.2.001270.1-p1	LINF_220020000-T1-p1	LmjF.22.1390_mRNA-p1	LmxM.22.1390.1-p1
OG0003130	LdBPK_220019700.1	LbrM.22.2.001280.1-p1	LINF_220020100-T1-p1	LmjF.22.1400_mRNA-p1	LmxM.22.1400.1-p1
OG0003131	LdBPK_220019800.1	LbrM.22.2.001290.1-p1	LINF_220020200-T1-p1	LmjF.22.1410_mRNA-p1	LmxM.22.1410.1-p1
OG0003132	LdBPK_220019900.1	LbrM.22.2.001300.1-p1	LINF_220020300-T1-p1	LmjF.22.1420_mRNA-p1	LmxM.22.1420.1-p1
OG0003133	LdBPK_220020000.1	LbrM.22.2.001310.1-p1	LINF_220020400-T1-p1	LmjF.22.1430_mRNA-p1	LmxM.22.1430.1-p1
OG0003134	LdBPK_220020100.1	LbrM.22.2.001320.1-p1	LINF_220020500-T1-p1	LmjF.22.1440_mRNA-p1	LmxM.22.1440.1-p1
OG0003135	LdBPK_220020200.1	LbrM.22.2.001330.1-p1	LINF_220020600-T1-p1	LmjF.22.1450_mRNA-p1	LmxM.22.1450.1-p1
OG0003136	LdBPK_220020300.1	LbrM.22.2.001340.1-p1	LINF_220020700-T1-p1	LmjF.22.1460_mRNA-p1	LmxM.22.1460.1-p1
OG0003137	LdBPK_220020500.1	LbrM.22.2.001360.1-p1	LINF_220020900-T1-p1	LmjF.22.1480_mRNA-p1	LmxM.22.1480.1-p1
OG0003138	LdBPK_220020700.1	LbrM.22.2.001390.1-p1	LINF_220021100-T1-p1	LmjF.22.1490_mRNA-p1	LmxM.22.1490.1-p1
OG0003139	LdBPK_220020800.1	LbrM.22.2.001400.1-p1	LINF_220021200-T1-p1	LmjF.22.1500_mRNA-p1	LmxM.22.1500.1-p1
OG0003140	LdBPK_220020900.1	LbrM.22.2.001410.1-p1	LINF_220021300-T1-p1	LmjF.22.1510_mRNA-p1	LmxM.22.1510.1-p1
OG0003141	LdBPK_220021100.1	LbrM.22.2.001430.1-p1	LINF_220021500-T1-p1	LmjF.22.1530_mRNA-p1	LmxM.22.1530.1-p1
OG0003142	LdBPK_220021200.1	LbrM.22.2.001440.1-p1	LINF_220021600-T1-p1	LmjF.22.1540_mRNA-p1	LmxM.22.1540.1-p1
OG0003143	LdBPK_220021300.1	LbrM.22.2.001450.1-p1	LINF_220021700-T1-p1	LmjF.22.1550_mRNA-p1	LmxM.22.1550.1-p1
OG0003144	LdBPK_220021600.1	LbrM.22.2.001480.1-p1	LINF_220022000-T1-p1	LmjF.22.1570_mRNA-p1	LmxM.22.1570.1-p1
OG0003145	LdBPK_220021700.1	LbrM.22.2.001490.1-p1	LINF_220022100-T1-p1	LmjF.22.1580_mRNA-p1	LmxM.22.1580.1-p1
OG0003146	LdBPK_220021800.1	LbrM.22.2.001500.1-p1	LINF_220022200-T1-p1	LmjF.22.1590_mRNA-p1	LmxM.22.1590.1-p1
OG0003147	LdBPK_220021900.1	LbrM.22.2.001510.1-p1	LINF_220022300-T1-p1	LmjF.22.1600_mRNA-p1	LmxM.22.1600.1-p1
OG0003148	LdBPK_220022000.1	LbrM.22.2.001520.1-p1	LINF_220022400-T1-p1	LmjF.22.1610_mRNA-p1	LmxM.22.1610.1-p1
OG0003149	LdBPK_220022100.1	LbrM.22.2.001530.1-p1	LINF_220022500-T1-p1	LmjF.22.1620_mRNA-p1	LmxM.22.1620.1-p1
OG0003150	LdBPK_220022200.1	LbrM.22.2.001540.1-p1	LINF_220022600-T1-p1	LmjF.22.1630_mRNA-p1	LmxM.22.1630.1-p1
OG0003151	LdBPK_220022300.1	LbrM.22.2.001550.1-p1	LINF_220022700-T1-p1	LmjF.22.1640_mRNA-p1	LmxM.22.1640.1-p1
OG0003152	LdBPK_220022400.1	LbrM.22.2.001560.1-p1	LINF_220022800-T1-p1	LmjF.22.1650_mRNA-p1	LmxM.22.1650.1-p1
OG0003153	LdBPK_220022500.1	LbrM.22.2.001570.1-p1	LINF_220022900-T1-p1	LmjF.22.1660_mRNA-p1	LmxM.22.1660.1-p1
OG0003154	LdBPK_220022600.1	LbrM.22.2.001580.1-p1	LINF_220023000-T1-p1	LmjF.22.1670_mRNA-p1	LmxM.22.1670.1-p1
OG0003155	LdBPK_220022700.1	LbrM.22.2.001590.1-p1	LINF_220023100-T1-p1	LmjF.22.1680_pseudogenic_transcript-p1	LmxM.22.1680.1-p1
OG0003156	LdBPK_230005000.1	LbrM.23.2.000010.1-p1	LINF_230005000-T1-p1	LmjF.23.0010_mRNA-p1	LmxM.23.0010.1-p1
OG0003157	LdBPK_230005100.1	LbrM.23.2.000020.1-p1	LINF_230005100-T1-p1	LmjF.23.0020_mRNA-p1	LmxM.23.0020.1-p1
OG0003158	LdBPK_230005200.1	LbrM.23.2.000030.1-p1	LINF_230005200-T1-p1	LmjF.23.0025_mRNA-p1	LmxM.23.0025.1-p1
OG0003159	LdBPK_230005300.1	LbrM.23.2.000040.1-p1	LINF_230005300-T1-p1	LmjF.23.0030_mRNA-p1	LmxM.23.0030.1-p1
OG0003160	LdBPK_230005400.1	LbrM.23.2.000050.1-p1	LINF_230005400-T1-p1	LmjF.23.0040_mRNA-p1	LmxM.23.0040.1-p1
OG0003161	LdBPK_230005500.1	LbrM.23.2.207550.1-p1	LINF_230005500-T1-p1	LmjF.23.0050_mRNA-p1	LmxM.23.0050.1-p1
OG0003162	LdBPK_230005600.1	LbrM.23.2.000070.1-p1	LINF_230005600-T1-p1	LmjF.23.0060_mRNA-p1	LmxM.23.0060.1-p1
OG0003163	LdBPK_230005700.1	LbrM.23.2.000080.1-p1	LINF_230005700-T1-p1	LmjF.23.0070_mRNA-p1	LmxM.23.0070.1-p1
OG0003164	LdBPK_230005800.1	LbrM.23.2.000090.1-p1	LINF_230005800-T1-p1	LmjF.23.0080_mRNA-p1	LmxM.23.0080.1-p1
OG0003165	LdBPK_230005900.1	LbrM.23.2.000100.1-p1	LINF_230005900-T1-p1	LmjF.23.0090_mRNA-p1	LmxM.23.0090.1-p1
OG0003166	LdBPK_230006000.1	LbrM.23.2.000110.1-p1	LINF_230006000-T1-p1	LmjF.23.0100_mRNA-p1	LmxM.23.0100.1-p1
OG0003167	LdBPK_230006100.1	LbrM.23.2.000120.1-p1	LINF_230006100-T1-p1	LmjF.23.0110_mRNA-p1	LmxM.23.0110.1-p1
OG0003168	LdBPK_230006200.1	LbrM.23.2.000130.1-p1	LINF_230006200-T1-p1	LmjF.23.0120_mRNA-p1	LmxM.23.0120.1-p1
OG0003169	LdBPK_230006300.1	LbrM.23.2.000140.1-p1	LINF_230006300-T1-p1	LmjF.23.0125_mRNA-p1	LmxM.23.0125.1-p1
OG0003170	LdBPK_230006400.1	LbrM.23.2.000150.1-p1	LINF_230006400-T1-p1	LmjF.23.0130_mRNA-p1	LmxM.23.0130.1-p1
OG0003171	LdBPK_230006500.1	LbrM.23.2.000160.1-p1	LINF_230006500-T1-p1	LmjF.23.0140_mRNA-p1	LmxM.23.0140.1-p1
OG0003172	LdBPK_230006600.1	LbrM.23.2.000170.1-p1	LINF_230006600-T1-p1	LmjF.23.0150_mRNA-p1	LmxM.23.0150.1-p1
OG0003173	LdBPK_230006700.1	LbrM.23.2.000180.1-p1	LINF_230006700-T1-p1	LmjF.23.0160_mRNA-p1	LmxM.23.0160.1-p1
OG0003174	LdBPK_230006800.1	LbrM.23.2.000190.1-p1	LINF_230006800-T1-p1	LmjF.23.0170_mRNA-p1	LmxM.23.0170.1-p1
OG0003175	LdBPK_230006900.1	LbrM.23.2.000200.1-p1	LINF_230006900-T1-p1	LmjF.23.0180_mRNA-p1	LmxM.23.0180.1-p1
OG0003176	LdBPK_230007000.1	LbrM.23.2.000210.1-p1	LINF_230007000-T1-p1	LmjF.23.0190_mRNA-p1	LmxM.23.0190.1-p1
OG0003177	LdBPK_230007100.1	LbrM.23.2.000220.1-p1	LINF_230007100-T1-p1	LmjF.23.0200_mRNA-p1	LmxM.23.0200.1-p1
OG0003178	LdBPK_230007400.1	LbrM.23.2.000240.1-p1	LINF_230007400-T1-p1	LmjF.23.0223_mRNA-p1	LmxM.23.0223.1-p1
OG0003179	LdBPK_230007500.1	LbrM.23.2.000250.1-p1	LINF_230007500-T1-p1	LmjF.23.0225_mRNA-p1	LmxM.23.0225.1-p1
OG0003180	LdBPK_230007600.1	LbrM.23.2.000260.1-p1	LINF_230007600-T1-p1	LmjF.23.0230_mRNA-p1	LmxM.23.0230.1-p1
OG0003181	LdBPK_230007700.1	LbrM.23.2.000270.1-p1	LINF_230007700-T1-p1	LmjF.23.0240_mRNA-p1	LmxM.23.0240.1-p1
OG0003182	LdBPK_230007800.1	LbrM.23.2.207570.1-p1	LINF_230007800-T1-p1	LmjF.23.0250_mRNA-p1	LmxM.23.0250.1-p1
OG0003183	LdBPK_230007900.1	LbrM.23.2.000290.1-p1	LINF_230007900-T1-p1	LmjF.23.0260_mRNA-p1	LmxM.23.0260.1-p1
OG0003184	LdBPK_230008000.1	LbrM.23.2.000300.1-p1	LINF_230008000-T1-p1	LmjF.23.0270_mRNA-p1	LmxM.23.0270.1-p1
OG0003185	LdBPK_230008100.1	LbrM.23.2.000310.1-p1	LINF_230008100-T1-p1	LmjF.23.0280_mRNA-p1	LmxM.23.0280.1-p1
OG0003186	LdBPK_230008200.1	LbrM.23.2.000320.1-p1	LINF_230008200-T1-p1	LmjF.23.0290_mRNA-p1	LmxM.23.0290.1-p1
OG0003187	LdBPK_230008300.1	LbrM.23.2.000330.1-p1	LINF_230008300-T1-p1	LmjF.23.0300_mRNA-p1	LmxM.23.0300.1-p1
OG0003188	LdBPK_230008400.1	LbrM.23.2.000340.1-p1	LINF_230008400-T1-p1	LmjF.23.0310_mRNA-p1	LmxM.23.0310.1-p1
OG0003189	LdBPK_230008500.1	LbrM.23.2.000350.1-p1	LINF_230008500-T1-p1	LmjF.23.0320_mRNA-p1	LmxM.23.0320.1-p1
OG0003190	LdBPK_230008600.1	LbrM.23.2.000360.1-p1	LINF_230008600-T1-p1	LmjF.23.0330_mRNA-p1	LmxM.23.0330.1-p1
OG0003191	LdBPK_230008800.1	LbrM.23.2.000380.1-p1	LINF_230008800-T1-p1	LmjF.23.0350_mRNA-p1	LmxM.23.0350.1-p1
OG0003192	LdBPK_230008900.1	LbrM.23.2.000381.1-p1	LINF_230008900-T1-p1	LmjF.23.0355_mRNA-p1	LmxM.23.0355.1-p1
OG0003193	LdBPK_230009000.1	LbrM.23.2.000400.1-p1	LINF_230009000-T1-p1	LmjF.23.0360_mRNA-p1	LmxM.23.0360.1-p1
OG0003194	LdBPK_230009100.1	LbrM.23.2.000410.1-p1	LINF_230009100-T1-p1	LmjF.23.0370_mRNA-p1	LmxM.23.0370.1-p1
OG0003195	LdBPK_230009200.1	LbrM.23.2.000420.1-p1	LINF_230009200-T1-p1	LmjF.23.0380_mRNA-p1	LmxM.23.0380.1-p1
OG0003196	LdBPK_230009300.1	LbrM.23.2.000430.1-p1	LINF_230009300-T1-p1	LmjF.23.0390_mRNA-p1	LmxM.23.0390.1-p1
OG0003197	LdBPK_230009400.1	LbrM.23.2.000450.1-p1	LINF_230009400-T1-p1	LmjF.23.0420_mRNA-p1	LmxM.23.0420.1-p1
OG0003198	LdBPK_230009500.1	LbrM.23.2.000460.1-p1	LINF_230009500-T1-p1	LmjF.23.0430_mRNA-p1	LmxM.23.0430.1-p1
OG0003199	LdBPK_230009600.1	LbrM.23.2.000470.1-p1	LINF_230009600-T1-p1	LmjF.23.0440_mRNA-p1	LmxM.23.0440.1-p1
OG0003200	LdBPK_230009700.1	LbrM.23.2.000480.1-p1	LINF_230009700-T1-p1	LmjF.23.0450_mRNA-p1	LmxM.23.0450.1-p1
OG0003201	LdBPK_230009800.1	LbrM.23.2.000490.1-p1	LINF_230009800-T1-p1	LmjF.23.0460_mRNA-p1	LmxM.23.0460.1-p1
OG0003202	LdBPK_230009900.1	LbrM.23.2.000500.1-p1	LINF_230009900-T1-p1	LmjF.23.0470_mRNA-p1	LmxM.23.0470.1-p1
OG0003203	LdBPK_230010000.1	LbrM.23.2.000510.1-p1	LINF_230010000-T1-p1	LmjF.23.0480_mRNA-p1	LmxM.23.0480.1-p1
OG0003204	LdBPK_230010200.1	LbrM.23.2.000520.1-p1	LINF_230010200-T1-p1	LmjF.23.0490_mRNA-p1	LmxM.23.0490.1-p1
OG0003205	LdBPK_230010400.1	LbrM.23.2.000540.1-p1	LINF_230010400-T1-p1	LmjF.23.0510_mRNA-p1	LmxM.23.0510.1-p1
OG0003206	LdBPK_230010500.1	LbrM.23.2.000560.1-p1	LINF_230010500-T1-p1	LmjF.23.0520_mRNA-p1	LmxM.23.0520.1-p1
OG0003207	LdBPK_230010600.1	LbrM.23.2.000570.1-p1	LINF_230010600-T1-p1	LmjF.23.0530_mRNA-p1	LmxM.23.0530.1-p1
OG0003208	LdBPK_230010900.1	LbrM.23.2.000600.1-p1	LINF_230010900-T1-p1	LmjF.23.0543_mRNA-p1	LmxM.23.0543.1-p1
OG0003209	LdBPK_230011000.1	LbrM.23.2.000610.1-p1	LINF_230011000-T1-p1	LmjF.23.0547_mRNA-p1	LmxM.23.0547.1-p1
OG0003210	LdBPK_230011100.1	LbrM.23.2.000620.1-p1	LINF_230011100-T1-p1	LmjF.23.1590_mRNA-p1	LmxM.23.1590.1-p1
OG0003211	LdBPK_230011300.1	LbrM.23.2.000630.1-p1	LINF_230011300-T1-p1	LmjF.23.1610_mRNA-p1	LmxM.23.1610.1-p1
OG0003212	LdBPK_230011400.1	LbrM.23.2.000640.1-p1	LINF_230011400-T1-p1	LmjF.23.1620_mRNA-p1	LmxM.23.1620.1-p1
OG0003213	LdBPK_230011500.1	LbrM.23.2.000650.1-p1	LINF_230011500-T1-p1	LmjF.23.1630_mRNA-p1	LmxM.23.1630.1-p1
OG0003214	LdBPK_230012700.1	LbrM.23.2.000660.1-p1	LINF_230012700-T1-p1	LmjF.23.1640_mRNA-p1	LmxM.23.1640.1-p1
OG0003215	LdBPK_230012800.1	LbrM.23.2.000670.1-p1	LINF_230012800-T1-p1	LmjF.23.1650_mRNA-p1	LmxM.23.1650.1-p1
OG0003216	LdBPK_230012900.1	LbrM.23.2.000680.1-p1	LINF_230012900-T1-p1	LmjF.23.1660_mRNA-p1	LmxM.23.1660.1-p1
OG0003217	LdBPK_230013000.1	LbrM.23.2.000690.1-p1	LINF_230013000-T1-p1	LmjF.23.1665_mRNA-p1	LmxM.23.1665.1-p1
OG0003218	LdBPK_230013100.1	LbrM.23.2.000700.1-p1	LINF_230013100-T1-p1	LmjF.23.0550_mRNA-p1	LmxM.23.0550.1-p1
OG0003219	LdBPK_230013200.1	LbrM.23.2.000710.1-p1	LINF_230013200-T1-p1	LmjF.23.0560_mRNA-p1	LmxM.23.0560.1-p1
OG0003220	LdBPK_230013300.1	LbrM.23.2.000720.1-p1	LINF_230013300-T1-p1	LmjF.23.0570_mRNA-p1	LmxM.23.0570.1-p1
OG0003221	LdBPK_230013400.1	LbrM.11.2.000260.1-p1	LINF_230013400-T1-p1	LmjF.23.0580_mRNA-p1	LmxM.23.0580.1-p1
OG0003222	LdBPK_230013500.1	LbrM.11.2.000270.1-p1	LINF_230013500-T1-p1	LmjF.23.0590_mRNA-p1	LmxM.23.0590.1-p1
OG0003223	LdBPK_230013600.1	LbrM.11.2.000210.1-p1	LINF_230013600-T1-p1	LmjF.23.0600_mRNA-p1	LmxM.23.0600.1-p1
OG0003224	LdBPK_230013700.1	LbrM.11.2.000220.1-p1	LINF_230013700-T1-p1	LmjF.23.0610_mRNA-p1	LmxM.23.0610.1-p1
OG0003225	LdBPK_230013800.1	LbrM.11.2.000230.1-p1	LINF_230013800-T1-p1	LmjF.23.0620_mRNA-p1	LmxM.23.0620.1-p1
OG0003226	LdBPK_230014000.1	LbrM.11.2.000240.1-p1	LINF_230014000-T1-p1	LmjF.23.0630_mRNA-p1	LmxM.23.0630.1-p1
OG0003227	LdBPK_230014100.1	LbrM.11.2.000250.1-p1	LINF_230014100-T1-p1	LmjF.23.0640_mRNA-p1	LmxM.23.0640.1-p1
OG0003228	LdBPK_230014200.1	LbrM.23.2.000750.1-p1	LINF_230014200-T1-p1	LmjF.23.0650_mRNA-p1	LmxM.23.0650.1-p1
OG0003229	LdBPK_230014300.1	LbrM.23.2.000760.1-p1	LINF_230014300-T1-p1	LmjF.23.0660_mRNA-p1	LmxM.23.0660.1-p1
OG0003230	LdBPK_230014400.1	LbrM.23.2.000770.1-p1	LINF_230014400-T1-p1	LmjF.23.0670_mRNA-p1	LmxM.23.0670.1-p1
OG0003231	LdBPK_230014500.1	LbrM.23.2.000780.1-p1	LINF_230014500-T1-p1	LmjF.23.0680_mRNA-p1	LmxM.23.0680.1-p1
OG0003232	LdBPK_230014600.1	LbrM.23.2.000840.1-p1	LINF_230014600-T1-p1	LmjF.23.0690_mRNA-p1	LmxM.23.0690.1-p1
OG0003233	LdBPK_230014900.1	LbrM.23.2.000810.1-p1	LINF_230014900-T1-p1	LmjF.23.0720_mRNA-p1	LmxM.23.0720.1-p1
OG0003234	LdBPK_230015000.1	LbrM.23.2.000820.1-p1	LINF_230015000-T1-p1	LmjF.23.0730_mRNA-p1	LmxM.23.0730.1-p1
OG0003235	LdBPK_230015100.1	LbrM.23.2.000830.1-p1	LINF_230015100-T1-p1	LmjF.23.0740_mRNA-p1	LmxM.23.0740.1-p1
OG0003236	LdBPK_230015200.1	LbrM.23.2.000790.1-p1	LINF_230015300-T1-p1	LmjF.23.0750_mRNA-p1	LmxM.23.0750.1-p1
OG0003237	LdBPK_230015300.1	LbrM.23.2.000850.1-p1	LINF_230015400-T1-p1	LmjF.23.0760_mRNA-p1	LmxM.23.0760.1-p1
OG0003238	LdBPK_230015400.1	LbrM.23.2.000860.1-p1	LINF_230015500-T1-p1	LmjF.23.0770_mRNA-p1	LmxM.23.0770.1-p1
OG0003239	LdBPK_230015500.1	LbrM.23.2.000870.1-p1	LINF_230015600-T1-p1	LmjF.23.0780_mRNA-p1	LmxM.23.0780.1-p1
OG0003240	LdBPK_230015600.1	LbrM.23.2.000880.1-p1	LINF_230015700-T1-p1	LmjF.23.0790_mRNA-p1	LmxM.23.0790.1-p1
OG0003241	LdBPK_230015700.1	LbrM.23.2.000890.1-p1	LINF_230015800-T1-p1	LmjF.23.0800_mRNA-p1	LmxM.23.0800.1-p1
OG0003242	LdBPK_230015800.1	LbrM.23.2.000900.1-p1	LINF_230015900-T1-p1	LmjF.23.0810_mRNA-p1	LmxM.23.0810.1-p1
OG0003243	LdBPK_230015900.1	LbrM.23.2.000910.1-p1	LINF_230016000-T1-p1	LmjF.23.0820_mRNA-p1	LmxM.23.0820.1-p1
OG0003244	LdBPK_230016000.1	LbrM.23.2.000920.1-p1	LINF_230016100-T1-p1	LmjF.23.0830_mRNA-p1	LmxM.23.0830.1-p1
OG0003245	LdBPK_230016300.1	LbrM.23.2.000940.1-p1	LINF_230016400-T1-p1	LmjF.23.0840_mRNA-p1	LmxM.23.0840.1-p1
OG0003246	LdBPK_230016500.1	LbrM.23.2.000950.1-p1	LINF_230016600-T1-p1	LmjF.23.0845_mRNA-p1	LmxM.23.0845.1-p1
OG0003247	LdBPK_230016600.1	LbrM.23.2.000960.1-p1	LINF_230016750-T1-p1	LmjF.23.0850_mRNA-p1	LmxM.23.0850.1-p1
OG0003248	LdBPK_230016700.1	LbrM.23.2.000970.1-p1	LINF_230016800-T1-p1	LmjF.23.0860_mRNA-p1	LmxM.23.0860.1-p1
OG0003249	LdBPK_230017000.1	LbrM.23.2.207700.1-p1	LINF_230017200-T1-p1	LmjF.23.0880_mRNA-p1	LmxM.23.0880.1-p1
OG0003250	LdBPK_230017100.1	LbrM.23.2.001000.1-p1	LINF_230017300-T1-p1	LmjF.23.0890_mRNA-p1	LmxM.23.0890.1-p1
OG0003251	LdBPK_230017200.1	LbrM.23.2.001010.1-p1	LINF_230017400-T1-p1	LmjF.23.0900_mRNA-p1	LmxM.23.0900.1-p1
OG0003252	LdBPK_230017300.1, LdBPK_230017400.1		LINF_230017500-T1-p1	LmjF.23.0910_pseudogenic_transcript-p1	LmxM.23.0910.1-p1
OG0003253	LdBPK_230017600.1	LbrM.23.2.001020.1-p1	LINF_230017700-T1-p1	LmjF.23.0940_mRNA-p1	LmxM.23.0940.1-p1
OG0003254	LdBPK_230017700.1	LbrM.23.2.001030.1-p1	LINF_230017800-T1-p1	LmjF.23.0950_mRNA-p1	LmxM.23.0950.1-p1
OG0003255	LdBPK_230017800.1	LbrM.23.2.001040.1-p1	LINF_230017900-T1-p1	LmjF.23.0960_mRNA-p1	LmxM.23.0960.1-p1
OG0003256	LdBPK_230017900.1	LbrM.23.2.001050.1-p1	LINF_230018000-T1-p1	LmjF.23.0970_mRNA-p1	LmxM.23.0970.1-p1
OG0003257	LdBPK_230018000.1	LbrM.23.2.001060.1-p1	LINF_230018100-T1-p1	LmjF.23.0980_mRNA-p1	LmxM.23.0980.1-p1
OG0003258	LdBPK_230018100.1	LbrM.23.2.001070.1-p1	LINF_230018200-T1-p1	LmjF.23.0990_mRNA-p1	LmxM.23.0990.1-p1
OG0003259	LdBPK_230018200.1	LbrM.23.2.001080.1-p1	LINF_230018300-T1-p1	LmjF.23.1000_mRNA-p1	LmxM.23.1000.1-p1
OG0003260	LdBPK_230018300.1	LbrM.23.2.001090.1-p1	LINF_230018400-T1-p1	LmjF.23.1010_mRNA-p1	LmxM.23.1010.1-p1
OG0003261	LdBPK_230018700.1	LbrM.23.2.001130.1-p1	LINF_230019000-T1-p1	LmjF.23.1025_mRNA-p1	LmxM.23.1025.1-p1
OG0003262	LdBPK_230018800.1	LbrM.23.2.001140.1-p1	LINF_230019100-T1-p1	LmjF.23.1035_mRNA-p1	LmxM.23.1035.1-p1
OG0003263	LdBPK_230018900.1	LbrM.23.2.001150.1-p1	LINF_230019200-T1-p1	LmjF.23.1045_mRNA-p1	LmxM.23.1045.1-p1
OG0003264	LdBPK_230019000.1	LbrM.23.2.001160.1-p1	LINF_230019300-T1-p1	LmjF.23.1055_mRNA-p1	LmxM.23.1055.1-p1
OG0003265	LdBPK_230019100.1	LbrM.23.2.001170.1-p1	LINF_230019400-T1-p1	LmjF.23.1065_mRNA-p1	LmxM.23.1065.1-p1
OG0003266	LdBPK_230019200.1	LbrM.23.2.001180.1-p1	LINF_230019500-T1-p1	LmjF.23.1090_mRNA-p1	LmxM.23.1090.1-p1
OG0003267	LdBPK_230019300.1	LbrM.23.2.001190.1-p1	LINF_230019600-T1-p1	LmjF.23.1100_mRNA-p1	LmxM.23.1100.1-p1
OG0003268	LdBPK_230019400.1	LbrM.23.2.001200.1-p1	LINF_230019700-T1-p1	LmjF.23.1110_mRNA-p1	LmxM.23.1110.1-p1
OG0003269	LdBPK_230019500.1		LINF_230019800-T1-p1, LINF_230019900-T1-p1	LmjF.23.1120_mRNA-p1	LmxM.23.1120.1-p1
OG0003270	LdBPK_230019600.1	LbrM.23.2.001210.1-p1	LINF_230020000-T1-p1	LmjF.23.1130_mRNA-p1	LmxM.23.1130.1-p1
OG0003271	LdBPK_230019700.1	LbrM.23.2.001220.1-p1	LINF_230020100-T1-p1	LmjF.23.1140_mRNA-p1	LmxM.23.1140.1-p1
OG0003272	LdBPK_230019800.1	LbrM.23.2.001230.1-p1	LINF_230020200-T1-p1	LmjF.23.1150_mRNA-p1	LmxM.23.1150.1-p1
OG0003273	LdBPK_230019900.1	LbrM.23.2.001240.1-p1	LINF_230020300-T1-p1	LmjF.23.1155_mRNA-p1	LmxM.23.1155.1-p1
OG0003274	LdBPK_230020000.1	LbrM.23.2.001250.1-p1	LINF_230020400-T1-p1	LmjF.23.1160_mRNA-p1	LmxM.23.1160.1-p1
OG0003275	LdBPK_230020100.1	LbrM.23.2.001260.1-p1	LINF_230020500-T1-p1	LmjF.23.1165_mRNA-p1	LmxM.23.1165.1-p1
OG0003276	LdBPK_230020200.1	LbrM.23.2.001270.1-p1	LINF_230020600-T1-p1	LmjF.23.1190_mRNA-p1	LmxM.23.1190.1-p1
OG0003277	LdBPK_230020300.1	LbrM.23.2.001280.1-p1	LINF_230020700-T1-p1	LmjF.23.1180_mRNA-p1	LmxM.23.1180.1-p1
OG0003278	LdBPK_230020400.1	LbrM.35.2.002760.1-p1	LINF_230020800-T1-p1	LmjF.23.1170_mRNA-p1	LmxM.23.1170.1-p1
OG0003279	LdBPK_230020500.1	LbrM.23.2.001300.1-p1	LINF_230020900-T1-p1	LmjF.23.1200_mRNA-p1	LmxM.23.1200.1-p1
OG0003280	LdBPK_230020600.1	LbrM.23.2.001310.1-p1	LINF_230021000-T1-p1	LmjF.23.1210_mRNA-p1	LmxM.23.1210.1-p1
OG0003281	LdBPK_230020700.1	LbrM.27.2.001370.1-p1	LINF_230021100-T1-p1	LmjF.23.1220_mRNA-p1	LmxM.23.1220.1-p1
OG0003282	LdBPK_230020800.1	LbrM.23.2.001330.1-p1	LINF_230021200-T1-p1	LmjF.23.1230_mRNA-p1	LmxM.23.1230.1-p1
OG0003283	LdBPK_230020900.1	LbrM.23.2.001340.1-p1	LINF_230021300-T1-p1	LmjF.23.1240_mRNA-p1	LmxM.23.1240.1-p1
OG0003284	LdBPK_230021000.1	LbrM.23.2.001350.1-p1	LINF_230021400-T1-p1	LmjF.23.1250_mRNA-p1	LmxM.23.1250.1-p1
OG0003285	LdBPK_230021100.1	LbrM.23.2.001360.1-p1	LINF_230021600-T1-p1	LmjF.23.1260_mRNA-p1	LmxM.23.1260.1-p1
OG0003286	LdBPK_230021200.1	LbrM.23.2.001370.1-p1	LINF_230021700-T1-p1	LmjF.23.1263_mRNA-p1	LmxM.23.1263.1-p1
OG0003287	LdBPK_230021300.1	LbrM.23.2.001380.1-p1	LINF_230021800-T1-p1	LmjF.23.1267_mRNA-p1	LmxM.23.1267.1-p1
OG0003288	LdBPK_230021500.1	LbrM.23.2.001390.1-p1	LINF_230022000-T1-p1	LmjF.23.1270_mRNA-p1	LmxM.23.1270.1-p1
OG0003289	LdBPK_230021600.1	LbrM.23.2.001400.1-p1	LINF_230022100-T1-p1	LmjF.23.1280_mRNA-p1	LmxM.23.1280.1-p1
OG0003290	LdBPK_230021700.1	LbrM.23.2.001410.1-p1	LINF_230022200-T1-p1	LmjF.23.1290_mRNA-p1	LmxM.23.1290.1-p1
OG0003291	LdBPK_230021800.1	LbrM.23.2.001420.1-p1	LINF_230022300-T1-p1	LmjF.23.1300_mRNA-p1	LmxM.23.1300.1-p1
OG0003292	LdBPK_230021900.1	LbrM.23.2.207720.1-p1	LINF_230022400-T1-p1	LmjF.23.1310_mRNA-p1	LmxM.23.1310.1-p1
OG0003293	LdBPK_230022000.1	LbrM.23.2.001440.1-p1	LINF_230022500-T1-p1	LmjF.23.1320_mRNA-p1	LmxM.23.1320.1-p1
OG0003294	LdBPK_230022100.1	LbrM.23.2.001450.1-p1	LINF_230022600-T1-p1	LmjF.23.1330_mRNA-p1	LmxM.23.1330.1-p1
OG0003295	LdBPK_230022200.1	LbrM.23.2.001460.1-p1	LINF_230022700-T1-p1	LmjF.23.1340_mRNA-p1	LmxM.23.1340.1-p1
OG0003296	LdBPK_230022300.1	LbrM.23.2.001470.1-p1	LINF_230022800-T1-p1	LmjF.23.1350_mRNA-p1	LmxM.23.1350.1-p1
